mu,y_star,T_quarter,tr_DP,det_DP_error,semisimplicity_error,working_precision,method
0.6628690069305101280936908638603636487195356228736801838538485,-2.57258930747694896652177432487052772301715152657210655,3.01795545336085961004746139780291318509723773668346020,-1.9999999999999999999999999999999999999999999999998110,-1.8900149557181822053346930104313051e-49,6.2409679683695424607884302194890020e-47,120,"Taylor order 38, hmax=0.05; root refined from off-diagonal semisimplicity condition"
